frame_id,person_id,x,y,w,h,cls_id,video_name,video_length,time
26,2,113,190,79.0,195.0,1,TUD-Campus,71,1.0
26,3,259,155,97.0,294.0,1,TUD-Campus,71,1.0
26,4,322,208,58.0,136.0,1,TUD-Campus,71,1.0
26,5,241,214,61.0,153.0,1,TUD-Campus,71,1.0
26,7,-20,180,83.0,235.0,1,TUD-Campus,71,1.0
27,2,109,194,88.0,192.0,1,TUD-Campus,71,1.04
27,3,274,158,88.0,296.0,1,TUD-Campus,71,1.04
27,4,328,208,57.739,136.26,1,TUD-Campus,71,1.04
27,5,242,222,74.0,150.0,1,TUD-Campus,71,1.04
27,7,-30,182,91.0,233.0,1,TUD-Campus,71,1.04
28,2,99,196,96.0,193.0,1,TUD-Campus,71,1.08
28,3,285,153,90.0,295.0,1,TUD-Campus,71,1.08
28,4,333,208,57.478,136.52,1,TUD-Campus,71,1.08
28,5,257,224,55.0,147.0,1,TUD-Campus,71,1.08
28,7,-21,177,82.0,236.0,1,TUD-Campus,71,1.08
29,2,88,194,93.0,188.0,1,TUD-Campus,71,1.12
29,3,287,162,106.0,283.0,1,TUD-Campus,71,1.12
29,4,339,208,57.217,136.78,1,TUD-Campus,71,1.12
29,5,261,218,60.0,154.0,1,TUD-Campus,71,1.12
29,7,-10,173,74.0,239.5,1,TUD-Campus,71,1.12
30,2,88,188,84.0,193.0,1,TUD-Campus,71,1.16
30,3,307,157,93.0,292.0,1,TUD-Campus,71,1.16
30,4,344,209,56.956,137.04,1,TUD-Campus,71,1.16
30,5,259,215,65.0,153.0,1,TUD-Campus,71,1.16
30,7,2,168,66.0,243.0,1,TUD-Campus,71,1.16
31,2,90,201,84.0,184.0,1,TUD-Campus,71,1.2
31,3,319,162,95.0,286.0,1,TUD-Campus,71,1.2
31,4,350,209,56.696,137.3,1,TUD-Campus,71,1.2
31,5,264,208,55.0,162.0,1,TUD-Campus,71,1.2
31,7,3,176,82.0,235.0,1,TUD-Campus,71,1.2
32,2,84,181,81.0,205.0,1,TUD-Campus,71,1.24
32,3,319,157,112.0,287.0,1,TUD-Campus,71,1.24
32,4,355,209,56.435,137.57,1,TUD-Campus,71,1.24
32,5,270,215,61.0,159.0,1,TUD-Campus,71,1.24
32,7,1,174,93.0,240.0,1,TUD-Campus,71,1.24
33,2,72,188,85.0,200.0,1,TUD-Campus,71,1.28
33,3,322,162,115.0,283.0,1,TUD-Campus,71,1.28
33,4,361,209,56.174,137.83,1,TUD-Campus,71,1.28
33,5,277,214,52.0,158.0,1,TUD-Campus,71,1.28
33,7,8,187,100.0,224.0,1,TUD-Campus,71,1.28
34,2,70,181,74.0,196.0,1,TUD-Campus,71,1.32
34,3,324,162,122.0,289.0,1,TUD-Campus,71,1.32
34,4,367,209,55.913,138.09,1,TUD-Campus,71,1.32
34,5,278,215,57.0,155.0,1,TUD-Campus,71,1.32
34,7,22,181,96.0,227.0,1,TUD-Campus,71,1.32
35,2,62,182,75.2,197.0,1,TUD-Campus,71,1.36
35,3,338,154,121.0,295.0,1,TUD-Campus,71,1.36
35,4,372,209,55.652,138.35,1,TUD-Campus,71,1.36
35,5,288,219,54.0,151.0,1,TUD-Campus,71,1.36
35,7,33,182,90.0,235.0,1,TUD-Campus,71,1.36
36,2,54,184,76.4,198.0,1,TUD-Campus,71,1.4
36,3,352,160,111.0,291.0,1,TUD-Campus,71,1.4
36,4,378,209,55.391,138.61,1,TUD-Campus,71,1.4
36,5,299,218,49.0,153.0,1,TUD-Campus,71,1.4
36,7,31,188,103.0,221.0,1,TUD-Campus,71,1.4
37,2,47,185,77.6,199.0,1,TUD-Campus,71,1.44
37,3,361,167,106.0,282.0,1,TUD-Campus,71,1.44
37,4,383,209,55.13,138.87,1,TUD-Campus,71,1.44
37,5,301,222,55.0,153.0,1,TUD-Campus,71,1.44
37,7,43,178,93.0,238.0,1,TUD-Campus,71,1.44
38,2,39,187,78.8,200.0,1,TUD-Campus,71,1.48
38,3,371,167,107.0,286.0,1,TUD-Campus,71,1.48
38,4,389,210,54.87,139.13,1,TUD-Campus,71,1.48
38,5,303,217,60.0,157.0,1,TUD-Campus,71,1.48
38,7,49,182,99.0,230.0,1,TUD-Campus,71,1.48
39,2,31,188,80.0,201.0,1,TUD-Campus,71,1.52
39,3,385,169,91.0,281.0,1,TUD-Campus,71,1.52
39,4,394,210,54.609,139.39,1,TUD-Campus,71,1.52
39,5,305,213,61.0,155.0,1,TUD-Campus,71,1.52
39,7,59,178,81.0,234.0,1,TUD-Campus,71,1.52
40,2,21,179,86.0,212.0,1,TUD-Campus,71,1.56
40,3,386,155,108.0,300.0,1,TUD-Campus,71,1.56
40,4,400,210,54.348,139.65,1,TUD-Campus,71,1.56
40,5,307,217,64.0,153.0,1,TUD-Campus,71,1.56
40,7,59,174,92.0,237.0,1,TUD-Campus,71,1.56
41,2,12,183,83.0,208.0,1,TUD-Campus,71,1.6
41,3,400,158,96.0,296.0,1,TUD-Campus,71,1.6
41,4,405,210,54.087,139.91,1,TUD-Campus,71,1.6
41,5,314,219,63.0,155.0,1,TUD-Campus,71,1.6
41,7,71,176,79.0,235.0,1,TUD-Campus,71,1.6
42,2,10,181,85.0,207.0,1,TUD-Campus,71,1.64
42,3,404,157,107.0,300.0,1,TUD-Campus,71,1.64
42,4,411,210,53.826,140.17,1,TUD-Campus,71,1.64
42,5,319,220,62.0,156.0,1,TUD-Campus,71,1.64
42,7,77,177,91.0,239.0,1,TUD-Campus,71,1.64
43,2,2,186,84.0,202.0,1,TUD-Campus,71,1.68
43,3,426,159,97.0,296.0,1,TUD-Campus,71,1.68
43,4,417,210,53.565,140.43,1,TUD-Campus,71,1.68
43,5,321,214,65.0,157.0,1,TUD-Campus,71,1.68
43,7,97,172,80.0,249.0,1,TUD-Campus,71,1.68
44,2,-3,186,79.0,209.0,1,TUD-Campus,71,1.72
44,3,430,154,98.0,303.0,1,TUD-Campus,71,1.72
44,4,422,210,53.304,140.7,1,TUD-Campus,71,1.72
44,5,325,214,66.0,158.0,1,TUD-Campus,71,1.72
44,7,102,171,86.0,246.0,1,TUD-Campus,71,1.72
45,2,-8,186,74.0,216.0,1,TUD-Campus,71,1.76
45,3,436,153,110.0,307.0,1,TUD-Campus,71,1.76
45,4,428,210,53.044,140.96,1,TUD-Campus,71,1.76
45,5,329,217,66.0,153.0,1,TUD-Campus,71,1.76
45,7,97,174,103.0,240.0,1,TUD-Campus,71,1.76
46,2,-14,186,65.0,220.0,1,TUD-Campus,71,1.8
46,3,439,158,126.0,304.0,1,TUD-Campus,71,1.8
46,4,433,211,52.783,141.22,1,TUD-Campus,71,1.8
46,5,340,219,54.0,148.0,1,TUD-Campus,71,1.8
46,7,108,178,114.0,238.0,1,TUD-Campus,71,1.8
47,2,-24,182,69.0,221.0,1,TUD-Campus,71,1.84
47,3,449,164,119.0,294.0,1,TUD-Campus,71,1.84
47,4,439,211,52.522,141.48,1,TUD-Campus,71,1.84
47,5,334,211,64.0,159.0,1,TUD-Campus,71,1.84
47,7,121,177,101.0,231.0,1,TUD-Campus,71,1.84
47,8,312,204,63.0,155.0,1,TUD-Campus,71,1.84
48,2,-28,176,76.0,227.0,1,TUD-Campus,71,1.88
48,3,460,162,125.0,295.0,1,TUD-Campus,71,1.88
48,4,444,211,52.261,141.74,1,TUD-Campus,71,1.88
48,5,342,215,58.0,150.0,1,TUD-Campus,71,1.88
48,7,127,185,100.0,231.0,1,TUD-Campus,71,1.88
48,8,318,198,57.0,161.0,1,TUD-Campus,71,1.88
49,3,478,164,102.0,291.0,1,TUD-Campus,71,1.92
49,4,450,211,52.0,142.0,1,TUD-Campus,71,1.92
49,5,345,215,60.0,157.0,1,TUD-Campus,71,1.92
49,7,132,182,88.0,236.0,1,TUD-Campus,71,1.92
49,8,312,193,82.0,171.0,1,TUD-Campus,71,1.92
50,3,481,157,108.0,300.0,1,TUD-Campus,71,1.96
50,4,450,209,56.0,142.0,1,TUD-Campus,71,1.96
50,5,356,214,52.0,154.0,1,TUD-Campus,71,1.96
50,7,140,183,94.0,235.0,1,TUD-Campus,71,1.96
50,8,328,199,65.0,162.0,1,TUD-Campus,71,1.96
51,3,494,159,100.0,303.0,1,TUD-Campus,71,2.0
51,4,455,206,56.0,143.0,1,TUD-Campus,71,2.0
51,5,352,209,64.0,165.0,1,TUD-Campus,71,2.0
51,7,154,181,89.0,238.0,1,TUD-Campus,71,2.0
51,8,328,199,69.0,165.0,1,TUD-Campus,71,2.0
52,3,497,158,104.0,301.0,1,TUD-Campus,71,2.04
52,4,460,209,53.0,139.0,1,TUD-Campus,71,2.04
52,5,358,215,65.0,150.0,1,TUD-Campus,71,2.04
52,7,165,181,81.0,238.0,1,TUD-Campus,71,2.04
52,8,330,199,67.0,166.0,1,TUD-Campus,71,2.04
53,3,505,150,103.0,307.0,1,TUD-Campus,71,2.08
53,4,467,213,60.0,140.0,1,TUD-Campus,71,2.08
53,5,365,214,65.0,158.0,1,TUD-Campus,71,2.08
53,7,173,178,79.0,241.0,1,TUD-Campus,71,2.08
53,8,333,195,73.0,169.0,1,TUD-Campus,71,2.08
54,3,508,148,100.0,310.0,1,TUD-Campus,71,2.12
54,4,473,217,61.0,131.0,1,TUD-Campus,71,2.12
54,5,365,214,70.0,158.0,1,TUD-Campus,71,2.12
54,7,185,176,81.0,249.0,1,TUD-Campus,71,2.12
54,8,342,199,67.0,166.0,1,TUD-Campus,71,2.12
55,3,514,151,105.0,306.0,1,TUD-Campus,71,2.16
55,4,482,215,63.0,130.0,1,TUD-Campus,71,2.16
55,5,367,217,75.0,151.0,1,TUD-Campus,71,2.16
55,7,196,177,75.0,242.0,1,TUD-Campus,71,2.16
55,8,349,196,63.0,162.0,1,TUD-Campus,71,2.16
56,3,529,151,99.0,308.0,1,TUD-Campus,71,2.2
56,4,482,209,64.0,144.0,1,TUD-Campus,71,2.2
56,5,379,219,62.0,151.0,1,TUD-Campus,71,2.2
56,7,201,174,88.0,240.0,1,TUD-Campus,71,2.2
56,8,352,193,63.0,173.0,1,TUD-Campus,71,2.2
57,3,538,150,102.0,310.0,1,TUD-Campus,71,2.24
57,4,486,214,61.0,131.0,1,TUD-Campus,71,2.24
57,5,382,223,59.0,151.0,1,TUD-Campus,71,2.24
57,7,208,173,94.0,249.0,1,TUD-Campus,71,2.24
57,8,366,193,53.0,172.0,1,TUD-Campus,71,2.24
58,3,539,157,101.0,305.0,1,TUD-Campus,71,2.28
58,4,491,211,65.0,140.0,1,TUD-Campus,71,2.28
58,5,386,218,56.0,152.0,1,TUD-Campus,71,2.28
58,7,213,182,102.0,239.0,1,TUD-Campus,71,2.28
58,8,366,196,50.0,175.0,1,TUD-Campus,71,2.28
59,3,553,152,113.0,304.0,1,TUD-Campus,71,2.32
59,4,499,210,61.0,142.0,1,TUD-Campus,71,2.32
59,5,393,218,53.0,152.0,1,TUD-Campus,71,2.32
59,7,223,182,103.0,237.0,1,TUD-Campus,71,2.32
59,8,371,198,53.0,166.0,1,TUD-Campus,71,2.32
60,3,553,157,123.0,300.0,1,TUD-Campus,71,2.36
60,4,506,215,59.0,134.0,1,TUD-Campus,71,2.36
60,5,397,215,57.0,152.0,1,TUD-Campus,71,2.36
60,7,231,187,107.0,236.0,1,TUD-Campus,71,2.36
60,8,372,199,58.0,163.0,1,TUD-Campus,71,2.36
61,3,565,160,113.0,308.0,1,TUD-Campus,71,2.4
61,4,517,217,51.0,131.0,1,TUD-Campus,71,2.4
61,5,402,213,57.0,154.0,1,TUD-Campus,71,2.4
61,7,236,187,106.0,235.0,1,TUD-Campus,71,2.4
61,8,372,199,59.0,169.0,1,TUD-Campus,71,2.4
62,3,572,167,110.0,295.0,1,TUD-Campus,71,2.44
62,4,514,213,59.0,138.0,1,TUD-Campus,71,2.44
62,5,411,211,57.0,160.0,1,TUD-Campus,71,2.44
62,7,251,185,101.0,242.0,1,TUD-Campus,71,2.44
62,8,375,201,77.0,161.0,1,TUD-Campus,71,2.44
63,3,575,173,97.0,290.0,1,TUD-Campus,71,2.48
63,4,518,205,60.0,144.0,1,TUD-Campus,71,2.48
63,5,409,214,67.0,160.0,1,TUD-Campus,71,2.48
63,7,260,183,103.0,244.0,1,TUD-Campus,71,2.48
63,8,377,199,69.0,169.0,1,TUD-Campus,71,2.48
64,4,528,210,56.0,142.0,1,TUD-Campus,71,2.52
64,5,418,215,56.0,152.0,1,TUD-Campus,71,2.52
64,7,273,183,85.0,240.0,1,TUD-Campus,71,2.52
64,8,378,204,69.0,165.0,1,TUD-Campus,71,2.52
65,4,534,214,58.0,139.0,1,TUD-Campus,71,2.56
65,5,423,214,68.0,158.0,1,TUD-Campus,71,2.56
65,7,280,179,90.0,242.0,1,TUD-Campus,71,2.56
65,8,383,204,73.0,161.0,1,TUD-Campus,71,2.56
66,4,537,206,62.0,143.0,1,TUD-Campus,71,2.6
66,5,421,217,73.0,154.0,1,TUD-Campus,71,2.6
66,7,297,179,84.0,246.0,1,TUD-Campus,71,2.6
66,8,383,204,73.0,162.0,1,TUD-Campus,71,2.6
67,4,542,209,74.0,147.0,1,TUD-Campus,71,2.64
67,5,434,214,58.0,158.0,1,TUD-Campus,71,2.64
67,7,306,179,80.0,239.0,1,TUD-Campus,71,2.64
67,8,391,196,66.0,175.0,1,TUD-Campus,71,2.64
68,4,547,211,61.0,140.0,1,TUD-Campus,71,2.68
68,5,434,220,67.0,151.0,1,TUD-Campus,71,2.68
68,7,315,173,90.0,253.0,1,TUD-Campus,71,2.68
68,8,403,201,63.0,167.0,1,TUD-Campus,71,2.68
69,4,557,215,62.0,138.0,1,TUD-Campus,71,2.72
69,5,441,217,61.0,155.0,1,TUD-Campus,71,2.72
69,7,325,178,91.0,250.0,1,TUD-Campus,71,2.72
69,8,399,201,70.0,177.0,1,TUD-Campus,71,2.72
70,4,561,210,59.0,142.0,1,TUD-Campus,71,2.76
70,5,446,217,64.0,155.0,1,TUD-Campus,71,2.76
70,7,326,182,100.0,235.0,1,TUD-Campus,71,2.76
70,8,403,199,65.0,169.0,1,TUD-Campus,71,2.76
71,4,561,220,63.0,133.0,1,TUD-Campus,71,2.8
71,5,449,219,61.0,153.0,1,TUD-Campus,71,2.8
71,7,335,183,107.0,243.0,1,TUD-Campus,71,2.8
71,8,416,204,58.0,164.0,1,TUD-Campus,71,2.8
1,1,16,149,76.0,190.0,1,ETH-Pedcross2,837,0.0
1,2,115,155,83.0,176.0,1,ETH-Pedcross2,837,0.0
1,3,19,135,68.0,189.0,1,ETH-Pedcross2,837,0.0
2,1,18,147,77.0,194.0,1,ETH-Pedcross2,837,0.07142857142857142
2,2,120,154,83.0,179.0,1,ETH-Pedcross2,837,0.07142857142857142
2,3,24,134,68.0,192.0,1,ETH-Pedcross2,837,0.07142857142857142
3,1,22,146,78.0,198.0,1,ETH-Pedcross2,837,0.14285714285714285
3,2,126,154,84.0,182.0,1,ETH-Pedcross2,837,0.14285714285714285
3,3,28,132,68.0,196.0,1,ETH-Pedcross2,837,0.14285714285714285
4,1,25,145,78.0,201.0,1,ETH-Pedcross2,837,0.21428571428571427
4,2,132,153,84.0,185.0,1,ETH-Pedcross2,837,0.21428571428571427
4,3,33,131,68.0,199.0,1,ETH-Pedcross2,837,0.21428571428571427
5,1,28,143,79.0,205.0,1,ETH-Pedcross2,837,0.2857142857142857
5,2,138,152,84.0,188.0,1,ETH-Pedcross2,837,0.2857142857142857
5,3,37,130,68.0,202.0,1,ETH-Pedcross2,837,0.2857142857142857
5,4,219,203,20.0,62.0,1,ETH-Pedcross2,837,0.2857142857142857
5,5,239,195,28.0,69.0,1,ETH-Pedcross2,837,0.2857142857142857
5,6,257,186,19.0,73.0,1,ETH-Pedcross2,837,0.2857142857142857
5,7,329,214,13.0,30.0,0,ETH-Pedcross2,837,0.2857142857142857
5,25,264,200,22.0,63.0,1,ETH-Pedcross2,837,0.2857142857142857
6,1,32,141,80.0,209.0,1,ETH-Pedcross2,837,0.35714285714285715
6,2,144,151,84.0,191.0,1,ETH-Pedcross2,837,0.35714285714285715
6,3,40,129,71.0,203.0,1,ETH-Pedcross2,837,0.35714285714285715
6,4,224,202,21.0,63.0,1,ETH-Pedcross2,837,0.35714285714285715
6,5,246,195,27.0,69.0,1,ETH-Pedcross2,837,0.35714285714285715
6,6,264,186,19.0,72.0,1,ETH-Pedcross2,837,0.35714285714285715
6,7,335,215,14.0,30.0,0,ETH-Pedcross2,837,0.35714285714285715
6,25,271,200,22.0,64.0,1,ETH-Pedcross2,837,0.35714285714285715
7,1,35,141,81.0,212.0,1,ETH-Pedcross2,837,0.42857142857142855
7,2,150,151,84.0,194.0,1,ETH-Pedcross2,837,0.42857142857142855
7,3,44,129,73.0,203.0,1,ETH-Pedcross2,837,0.42857142857142855
7,4,230,201,22.0,64.0,1,ETH-Pedcross2,837,0.42857142857142855
7,5,253,196,26.0,69.0,1,ETH-Pedcross2,837,0.42857142857142855
7,6,271,186,19.0,71.0,1,ETH-Pedcross2,837,0.42857142857142855
7,7,341,214,14.0,31.0,0,ETH-Pedcross2,837,0.42857142857142855
7,25,277,200,23.0,64.0,1,ETH-Pedcross2,837,0.42857142857142855
8,1,39,139,81.0,216.0,1,ETH-Pedcross2,837,0.5
8,2,156,151,84.0,196.0,1,ETH-Pedcross2,837,0.5
8,3,48,127,76.0,204.0,1,ETH-Pedcross2,837,0.5
8,4,236,201,22.0,64.0,1,ETH-Pedcross2,837,0.5
8,5,261,197,24.0,68.0,1,ETH-Pedcross2,837,0.5
8,6,278,187,19.0,69.0,1,ETH-Pedcross2,837,0.5
8,7,346,215,15.0,31.0,0,ETH-Pedcross2,837,0.5
8,25,284,200,23.0,65.0,1,ETH-Pedcross2,837,0.5
9,1,43,138,82.0,219.0,1,ETH-Pedcross2,837,0.5714285714285714
9,2,162,150,84.0,199.0,1,ETH-Pedcross2,837,0.5714285714285714
9,3,52,127,78.0,204.0,1,ETH-Pedcross2,837,0.5714285714285714
9,4,241,200,23.0,65.0,1,ETH-Pedcross2,837,0.5714285714285714
9,5,268,197,23.0,68.0,1,ETH-Pedcross2,837,0.5714285714285714
9,6,285,187,19.0,68.0,1,ETH-Pedcross2,837,0.5714285714285714
9,7,353,215,15.0,31.0,0,ETH-Pedcross2,837,0.5714285714285714
9,8,391,197,24.0,64.0,1,ETH-Pedcross2,837,0.5714285714285714
9,9,309,209,15.0,41.0,0,ETH-Pedcross2,837,0.5714285714285714
9,25,291,200,23.0,65.0,1,ETH-Pedcross2,837,0.5714285714285714
10,1,49,137,83.0,223.0,1,ETH-Pedcross2,837,0.6428571428571429
10,2,167,149,85.0,202.0,1,ETH-Pedcross2,837,0.6428571428571429
10,3,60,126,78.0,207.0,1,ETH-Pedcross2,837,0.6428571428571429
10,4,249,201,23.0,64.0,1,ETH-Pedcross2,837,0.6428571428571429
10,5,276,197,23.0,68.0,1,ETH-Pedcross2,837,0.6428571428571429
10,6,293,188,20.0,70.0,1,ETH-Pedcross2,837,0.6428571428571429
10,7,362,216,14.0,30.0,0,ETH-Pedcross2,837,0.6428571428571429
10,25,299,200,23.0,66.0,1,ETH-Pedcross2,837,0.6428571428571429
